"student_id","entry_year","graduation_date","graduation_cgpa","work_company","work_industry","work_position","work_startdate","work_enddate","work_city","work_country","erasmus_participation","erasmus_year","erasmus_school","erasmus_city","erasmus_country","graduation_year"
20727019,2007,"04.06.2012",3.68,"Philip Morris Sigara ve Tütüncülük","Tobacco","Purchasing Engineer","25.02.2013","25.07.2014","İzmir","Turkey",NA,NA,"","","",2012
20727019,2007,"04.06.2012",3.68,"Gates Powertrain","Industrial Machinery & Equipment","Engineer","03.09.2012","22.02.2013","İzmir","Turkey",NA,NA,"","","",2012
20727019,2007,"04.06.2012",3.68,"Philip Morris Sigara ve Tütüncülük","Tobacco","Logistics Engineer","04.08.2014","06.05.2016","İzmir","Turkey",NA,NA,"","","",2012
20727019,2007,"04.06.2012",3.68,"Philip Morris Sigara ve Tütüncülük","Tobacco","Purchasing Executive","09.05.2016","30.04.2018","İzmir","Turkey",NA,NA,"","","",2012
20727019,2007,"04.06.2012",3.68,"Philip Morris Sigara ve Tütüncülük","Tobacco","Senior Planning Executive","01.05.2018","0000-00-00","İzmir","Turkey",NA,NA,"","","",2012
20727024,2007,"13.06.2011",2.76,"Vestel Elektronik","Consumer Electronics","Engineer","01.04.2013","01.06.2015","Manisa","Turkey",NA,NA,"","","",2011
20727024,2007,"13.06.2011",2.76,"Vestel","Consumer Electronics","Method Specialist","01.06.2015","0000-00-00","Manisa","Turkey",NA,NA,"","","",2011
20727038,2007,"04.06.2012",2.54,"Maersk Line","Logistics and Freight Transportation","Analyst","10.07.2013","01.01.2015","İstanbul","Turkey",NA,NA,"","","",2012
20727038,2007,"04.06.2012",2.54,"Sabancı Holding","Industrial Conglomerates","Management Systems Specialist","01.10.2012","01.07.2013","İstanbul","Turkey",NA,NA,"","","",2012
20727038,2007,"04.06.2012",2.54,"Maersk Line","Logistics and Freight Transportation","AFLS Project Coordinator","01.04.2014","0000-00-00","İstanbul","Turkey",NA,NA,"","","",2012
20727043,2007,"04.06.2012",3.24,"Nurol Makina ve Sanayi","Industrial Machinery & Equipment","Quality Assurance Engineer","01.01.2014","01.07.2016","Ankara","Turkey",NA,NA,"","","",2012
20727043,2007,"04.06.2012",3.24,"ASELSAN","Aerospace & Defense","Software Engineer","01.07.2016","0000-00-00","Ankara","Turkey",NA,NA,"","","",2012
20727057,2007,"24.06.2013",3.3,"Sarten Ambalaj","Paper Packaging","Production Planning & Control Specialist","16.09.2014","17.01.2016","Manisa","Turkey",NA,NA,"","","",2013
20727057,2007,"24.06.2013",3.3,"Küçükçalık Tekstil","Textiles & Leather Goods","System & Process Development Specialist","02.06.2016","0000-00-00","Bursa","Turkey",NA,NA,"","","",2013
20727076,2007,"04.06.2012",2.85,"Küçükpazarlı Havacılık","Aerospace & Defense","Manager","06.06.2013","15.01.2016","Ankara","Turkey",NA,NA,"","","",2012
20727076,2007,"04.06.2012",2.85,"ASELSAN","Aerospace & Defense","Planning Engineer","18.01.2016","0000-00-00","Ankara","Turkey",NA,NA,"","","",2012
20727095,2007,"13.06.2011",3.89,"Harput Holding","Textiles & Leather Goods","Purchasing Engineer","10.10.2011","0000-00-00","Bursa","Turkey",NA,NA,"","","",2011
20727095,2007,"13.06.2011",3.89,"Harput Holding","Textiles & Leather Goods","Occupational Safety Specialist","01.12.2012","0000-00-00","Bursa","Turkey",NA,NA,"","","",2011
20727101,2007,"04.06.2012",2.59,"THY - Türk Hava Yolları","Airlines","Senior Manager","01.04.2016","0000-00-00","İstanbul","Turkey",NA,NA,"","","",2012
20727101,2007,"04.06.2012",2.59,"THY - Türk Hava Yolları","Airlines","Global Corporate Account Manager","01.10.2012","31.03.2016","İstanbul","Turkey",NA,NA,"","","",2012
20727129,2007,"13.06.2011",2.89,"Delphi Automotive Systems","Auto, Truck & Motorcycle Parts & Service","Production Engineer","03.09.2012","30.09.2014","İzmir","Turkey",NA,NA,"","","",2011
20727129,2007,"13.06.2011",2.89,"Delphi Automotive Systems","Auto, Truck & Motorcycle Parts & Service","Material Planning & Control Engineer","01.09.2014","0000-00-00","İzmir","Turkey",NA,NA,"","","",2011
20727129,2007,"13.06.2011",2.89,"Eldor AFZ","Electrical Components & Equipment","Maintenance Engineer","01.09.2011","01.09.2012","İzmir","Turkey",NA,NA,"","","",2011
20727148,2007,"04.06.2012",3.15,"ASELSAN","Aerospace & Defense","Engineer","04.01.2016","0000-00-00","Ankara","Turkey",NA,NA,"","","",2012
20727148,2007,"04.06.2012",3.15,"Garanti Bankası","Banks","Auditor","02.07.2012","14.12.2015","İstanbul","Turkey",NA,NA,"","","",2012
20727153,2007,"13.06.2011",2.93,"Şölen Çikolata","Food Processing","Production & Material Planning Engineer","12.09.2011","28.02.2014","İstanbul","Turkey",NA,NA,"","","",2011
20727153,2007,"13.06.2011",2.93,"Acron Bilişim","IT Services & Consulting","SAP Consultant","03.03.2014","26.12.2015","Ankara","Turkey",NA,NA,"","","",2011
20727153,2007,"13.06.2011",2.93,"HAVELSAN","Aerospace & Defense","SAP Consultant","28.12.2015","0000-00-00","Ankara","Turkey",NA,NA,"","","",2011
20727172,2007,"04.06.2012",2.7,"FORD Otosan","Auto, Truck & Motorcycle Manufacturers","Production & Planning Engineer","06.08.2012","01.08.2014","Kocaeli","Turkey",NA,NA,"","","",2012
20727172,2007,"04.06.2012",2.7,"Türk Traktör","Auto, Truck & Motorcycle Manufacturers","Senior- Inventory Control and Analysis Engineer","01.08.2014","0000-00-00","Ankara","Turkey",NA,NA,"","","",2012
20727172,2007,"04.06.2012",2.7,"Türk Traktör","Auto, Truck & Motorcycle Manufacturers","Sales & Operation Planning Engineer","01.03.2017","01.01.2019","Ankara","Turkey",NA,NA,"","","",2012
20727172,2007,"04.06.2012",2.7,"Kordsa Technique Textile","Textiles & Leather Goods","Global Sales and Operation Planning Specialist","08.04.2019","0000-00-00","İstanbul","Turkey",NA,NA,"","","",2012
20727186,2007,"13.06.2011",3.47,"Yapı ve Kredi Bankası","Banks","Senior Business Analyst","07.04.2014","21.07.2019","İstanbul","Turkey",NA,NA,"","","",2011
20727186,2007,"13.06.2011",3.47,"TEB Türk Ekonomi Bankası","Banks","Business Planning & Process Management Trainee","03.12.2012","25.04.2014","İstanbul","Turkey",NA,NA,"","","",2011
20727186,2007,"13.06.2011",3.47,"Coşkunöz","Auto, Truck & Motorcycle Parts & Service","Engineer","07.11.2011","01.12.2012","Bursa","Turkey",NA,NA,"","","",2011
20727186,2007,"13.06.2011",3.47,"Raiffeisen Bank International","Banks","Senior Business Analyst","01.10.2021","0000-00-00","Vienna","Austria",NA,NA,"","","",2011
20727186,2007,"13.06.2011",3.47,"BTO Research","IT Services & Consulting","Project Consultant","24.07.2019","30.09.2021","Vienna","Austria",NA,NA,"","","",2011
20727191,2007,"04.06.2012",3.02,"TÜBİTAK","Public Sector","Assistant Specialist","01.07.2013","01.04.2016","Ankara","Turkey",NA,NA,"","","",2012
20727191,2007,"04.06.2012",3.02,"ASELSAN","Aerospace & Defense","Production & Planning Engineer","10.05.2016","0000-00-00","Ankara","Turkey",NA,NA,"","","",2012
20727191,2007,"04.06.2012",3.02,"KOSGEB","Software","Assistant Specialist","01.04.2013","28.06.2013","Ankara","Turkey",NA,NA,"","","",2012
20727206,2007,"17.08.2012",2.39,"230 İnovasyon","Publishing","Co-founder","03.09.2012","0000-00-00","Ankara","Turkey",NA,NA,"","","",2012
20727206,2007,"17.08.2012",2.39,"Central Park Conservancy","Non-profit Organization","Tour Guide","06.06.2011","30.09.2011","New York","United States",NA,NA,"","","",2012
20727211,2007,"13.06.2011",3.49,"ING Bank","Banks","Analytical CRM Specialist","03.10.2011","0000-00-00","İstanbul","Turkey",NA,NA,"","","",2011
20828806,2008,"04.06.2012",2.74,"HUGO BOSS","Apparel & Accessories","Production & Planning Engineer","01.07.2012","30.04.2014","İzmir","Turkey",NA,NA,"","","",2012
20828825,2008,"24.06.2013",2.46,"Ekol Lojistik","Logistics and Freight Transportation","Engineer","0000-00-00","0000-00-00","İstanbul","Turkey",NA,NA,"","","",2013
20828839,2008,"24.06.2013",3.18,"AN Group Danışmanlık","Consulting","Project Assistant","06.09.2011","16.03.2012","Ankara","Turkey",NA,NA,"","","",2013
20828839,2008,"24.06.2013",3.18,"Karacaören Danışmanlık","Consulting","Project Consultant","11.03.2013","20.11.2013","Ankara","Turkey",NA,NA,"","","",2013
20828839,2008,"24.06.2013",3.18,"Clementon Amusement Park & Splash World","Leisure & Recreation","Team Member","11.06.2010","19.09.2010","NJ/Clementon","United States",NA,NA,"","","",2013
20828839,2008,"24.06.2013",3.18,"THY - Türk Hava Yolları","Airlines","Business Analyst","16.12.2013","27.01.2017","İstanbul","Turkey",NA,NA,"","","",2013
20828839,2008,"24.06.2013",3.18,"THY - Türk Hava Yolları","Airlines","Candidate Pilot","06.02.2017","13.02.2019","İstanbul","Turkey",NA,NA,"","","",2013
20828839,2008,"24.06.2013",3.18,"THY - Türk Hava Yolları","Airlines","Pilot / First Officer","13.02.2019","0000-00-00","İstanbul","Turkey",NA,NA,"","","",2013
20828858,2008,"24.06.2013",3.73,"Çalık Enerji","Energy","Project Procurement Engineer","02.01.2013","27.05.2016","Ankara","Turkey",NA,NA,"","","",2013
20828858,2008,"24.06.2013",3.73,"STM","Aerospace & Defense","Supply & Logistics Coordinator","06.06.2016","07.11.2019","Ankara","Turkey",NA,NA,"","","",2013
20828858,2008,"24.06.2013",3.73,"STM","Aerospace & Defense","Weapon Systems Group Leader","08.11.2019","08.02.2021","Ankara","Turkey",NA,NA,"","","",2013
20828858,2008,"24.06.2013",3.73,"SSB - Savunma Sanayii Başkanlığı","Aerospace & Defense","Director of Security Projects","08.02.2021","30.06.2022","Ankara","Turkey",NA,NA,"","","",2013
20828863,2008,"24.06.2013",2.41,"TAI - TUSAŞ","Aerospace & Defense","Enterprise Risk Management Specialist","09.11.2015","01.08.2021","Ankara","Turkey",NA,NA,"","","",2013
20828863,2008,"24.06.2013",2.41,"TAI - TUSAŞ","Aerospace & Defense","Chief / Enterprise Risk Management","01.08.2021","0000-00-00","","Turkey",NA,NA,"","","",2013
20828877,2008,"24.06.2013",3.26,"MAN Türkiye","Auto, Truck & Motorcycle Manufacturers","Purchasing Engineer","02.09.2013","26.02.2016","Ankara","Turkey",NA,NA,"","","",2013
20828877,2008,"24.06.2013",3.26,"TAI - TUSAŞ","Aerospace & Defense","Subcontract Administrator","29.02.2016","0000-00-00","Ankara","Turkey",NA,NA,"","","",2013
20828877,2008,"24.06.2013",3.26,"AVEA","Telecommunication Services","AveaMaster","04.02.2013","28.06.2013","Ankara","Turkey",NA,NA,"","","",2013
20828882,2008,"29.09.2014",2.12,"Balıkesir Mobilya","Home Furnishing","Production & Planning Engineer","08.04.2015","28.08.2015","Balıkesir","Turkey",NA,NA,"","","",2014
20828882,2008,"29.09.2014",2.12,"Yarış Kabin","Auto, Truck & Motorcycle Parts & Service","Assembly Technical Support Engineer","06.08.2017","0000-00-00","Balıkesir","Turkey",NA,NA,"","","",2014
20828896,2008,"24.06.2013",3.68,"MAN Türkiye","Auto, Truck & Motorcycle Manufacturers","Sales Support Responsible","25.11.2013","0000-00-00","Ankara","Turkey",NA,NA,"","","",2013
20828921,2008,"24.06.2013",3.61,"BNB Consulting","IT Services & Consulting","Project Development Specialist","08.10.2012","02.08.2013","Ankara","Turkey",NA,NA,"","","",2013
20828921,2008,"24.06.2013",3.61,"Hacettepe University","Education","Research Assistant","02.09.2013","28.09.2021","Ankara","Turkey",NA,NA,"","","",2013
20828921,2008,"24.06.2013",3.61,"State University of New York at Buffalo","Education","Visiting Scholar","28.02.2019","28.12.2019","Buffalo, New York","United States",NA,NA,"","","",2013
20828921,2008,"24.06.2013",3.61,"Hacettepe University","Education","Assistant Professor","04.04.2022","0000-00-00","Ankara","Turkey",NA,NA,"","","",2013
20828921,2008,"24.06.2013",3.61,"Hacettepe University","Education","Admin","0000-00-00","0000-00-00","","Turkey",NA,NA,"","","",2013
20828935,2008,"04.06.2012",3.55,"B/S/H/ Home Appliances Group","Appliances, Tools & Housewares","Factory Financial Controller","08.07.2013","31.08.2016","Tekirdağ","Turkey",NA,NA,"","","",2012
20828935,2008,"04.06.2012",3.55,"Karadeniz Holding","Energy","Business Analyst","09.07.2012","01.07.2013","İstanbul","Turkey",NA,NA,"","","",2012
20828935,2008,"04.06.2012",3.55,"B/S/H/ Home Appliances Group","Appliances, Tools & Housewares","Sales Financial Controller","01.09.2016","30.06.2017","İstanbul","Turkey",NA,NA,"","","",2012
20828935,2008,"04.06.2012",3.55,"Valeo Automotive","Auto Vehicles, Parts & Service Retailers","Management Controller","01.07.2017","31.01.2018","İstanbul","Turkey",NA,NA,"","","",2012
20828935,2008,"04.06.2012",3.55,"Schneider Electric","Electrical Components & Equipment","Finance Business Partner","01.02.2018","0000-00-00","İstanbul","Turkey",NA,NA,"","","",2012
20828954,2008,"04.06.2012",2.57,"Roche","Generic & Specialty Pharmaceuticals","Sales Order Administrator","01.09.2014","0000-00-00","İstanbul","Turkey",NA,NA,"","","",2012
20828954,2008,"04.06.2012",2.57,"HSBC","Banks","Root Cause Analysis - Assistant Specialist","01.02.2013","30.06.2014","İstanbul","Turkey",NA,NA,"","","",2012
20828968,2008,"24.06.2013",2.99,"UNILEVER","Personal Products","Demand Planning Specialist","11.07.2014","10.11.2014","İstanbul","Turkey",NA,NA,"","","",2013
20828968,2008,"24.06.2013",2.99,"UNILEVER","Personal Products","WCM Customer Service & Logistics Lead","10.11.2014","26.02.2016","İstanbul","Turkey",NA,NA,"","","",2013
20828968,2008,"24.06.2013",2.99,"UNILEVER","Personal Products","Customer Service Manager","01.03.2016","0000-00-00","Dubai","United Arab Emirates",NA,NA,"","","",2013
20828973,2008,"24.06.2013",3.46,"BOSCH","Consumer Electronics","Engineer","01.04.2014","0000-00-00","Bursa","Turkey",NA,NA,"","","",2013
20828973,2008,"24.06.2013",3.46,"BİS Enerji","Energy","Planning Engineer","27.01.2014","28.03.2014","Bursa","Turkey",NA,NA,"","","",2013
20828987,2008,"24.06.2013",3,"Garanti Teknoloji","IT Services & Consulting","Business Analyst","15.07.2014","30.01.2015","İstanbul","Turkey",NA,NA,"","","",2013
20828987,2008,"24.06.2013",3,"Garanti Teknoloji","IT Services & Consulting","Senior Business Analyst","30.01.2015","14.08.2015","İstanbul","Turkey",NA,NA,"","","",2013
20828987,2008,"24.06.2013",3,"Lojika Field Labs","IT Services & Consulting","Analyst","15.09.2015","02.09.2016","İstanbul","Turkey",NA,NA,"","","",2013
20828987,2008,"24.06.2013",3,"Intertech","IT Services & Consulting","Business Analyst","19.09.2016","0000-00-00","İstanbul","Turkey",NA,NA,"","","",2013
20828987,2008,"24.06.2013",3,"Caligo","Consulting","Senior Consultant","08.07.2019","0000-00-00","İstanbul","Turkey",NA,NA,"","","",2013
20828992,2008,"24.06.2013",2.4,"DMO - Devlet Malzeme Ofisi","Public Sector","Purchasing Assistant Specialist","26.01.2014","11.03.2015","Ankara","Turkey",NA,NA,"","","",2013
20828992,2008,"24.06.2013",2.4,"T.C. Ekonomi Bakanlığı","Public Sector","Foreign Trade Specialist","11.03.2015","05.04.2021","Ankara","Turkey",NA,NA,"","","",2013
20828992,2008,"24.06.2013",2.4,"T.C. Ekonomi Bakanlığı","Public Sector","Commercial Counsellor of T.C. Tehran Embassy","05.04.2021","0000-00-00","","Iran, Islamic Republic of",NA,NA,"","","",2013
20829007,2008,"24.06.2013",2.26,"SDT Uzay ve Savunma Teknolojileri","Aerospace & Defense","Project Engineer","06.11.2013","26.08.2016","Ankara","Turkey",NA,NA,"","","",2013
20829007,2008,"24.06.2013",2.26,"B/S/H/ Home Appliances Group","Appliances, Tools & Housewares","Authorized Service Professional","19.09.2016","0000-00-00","Ankara","Turkey",NA,NA,"","","",2013
20829012,2008,"24.06.2013",3.1,"Garanti Bankası","Banks","SME Banking Strategic Planning Associate","05.08.2013","31.12.2015","İstanbul","Turkey",NA,NA,"","","",2013
20829012,2008,"24.06.2013",3.1,"Garanti Bankası","Banks","SME Micro Marketing Product Management Supervisor","01.01.2016","0000-00-00","İstanbul","Turkey",NA,NA,"","","",2013
20829026,2008,"24.06.2013",2.86,"HC Evcil Hayvan Yem ve Gıda","Food Distribution & Convenience Stores","Manager","01.05.2012","02.02.2015","Ankara","Turkey",NA,NA,"","","",2013
20829026,2008,"24.06.2013",2.86,"TAI - TUSAŞ","Aerospace & Defense","Engineer","02.11.2015","0000-00-00","Ankara","Turkey",NA,NA,"","","",2013
20829031,2008,"24.06.2013",3.28,"TAI - TUSAŞ","Aerospace & Defense","Subcontract Administrator","08.09.2014","0000-00-00","Ankara","Turkey",NA,NA,"","","",2013
20829045,2008,"20.01.2014",2.82,"LUT - Lappeenranta University of Technology","Education","Research Assistant","01.06.2016","30.11.2016","Lappeenranta","Finland",NA,NA,"","","",2014
20829045,2008,"20.01.2014",2.82,"ENKA","Construction & Engineering","Commercial Planning & Reporting Analyst","03.04.2017","01.04.2019","İstanbul","Turkey",NA,NA,"","","",2014
20829045,2008,"20.01.2014",2.82,"i2i Systems","Telecommunication Services","Business Analyst","01.05.2019","0000-00-00","Istanbul","Turkey",NA,NA,"","","",2014
20829059,2008,"24.06.2013",3.04,"TED University","Education","Research Assistant","28.05.2014","0000-00-00","Ankara","Turkey",NA,NA,"","","",2013
20829064,2008,"04.06.2012",3.14,"Eutek Business Solutions","IT Services & Consulting","Senior Business Analyst","20.01.2014","01.11.2019","İstanbul","Turkey",NA,NA,"","","",2012
20829064,2008,"04.06.2012",3.14,"Farplas Oto Yedek Parçaları","Auto, Truck & Motorcycle Parts & Service","Production & Planning Engineer","12.11.2012","17.01.2014","Kocaeli","Turkey",NA,NA,"","","",2012
20829064,2008,"04.06.2012",3.14,"Eutek Business Solutions","IT Services & Consulting","Project Delivery Manager","01.11.2019","0000-00-00","İstanbul","Turkey",NA,NA,"","","",2012
20829078,2008,"24.06.2013",3.32,"TEB Türk Ekonomi Bankası","Banks","Assistant Specialist","07.07.2013","0000-00-00","İstanbul","Turkey",NA,NA,"","","",2013
20829083,2008,"24.06.2013",2.84,"ÇözenAdam Elektronik Hizmetler","Consulting","Business Analyst","01.10.2013","29.04.2016","İstanbul","Turkey",NA,NA,"","","",2013
20829083,2008,"24.06.2013",2.84,"Er-Kim İlaç","Generic & Specialty Pharmaceuticals","Business Analyst","04.04.2016","11.09.2017","İstanbul","Turkey",NA,NA,"","","",2013
20829083,2008,"24.06.2013",2.84,"THY - Türk Hava Yolları","Airlines","Project Manager","25.09.2017","0000-00-00","","Turkey",NA,NA,"","","",2013
20829097,2008,"24.06.2013",2.1,"MAN Türkiye","Auto, Truck & Motorcycle Manufacturers","Engineer","0000-00-00","0000-00-00","Ankara","Turkey",NA,NA,"","","",2013
20829103,2008,"24.06.2013",2.22,"Nüve İmalat","Medical Equipment, Supplies & Distribution","Research & Development Engineer","10.02.2014","02.09.2016","Ankara","Turkey",1,2011,"University of Cassino","Cassino","Italy",2013
20829103,2008,"24.06.2013",2.22,"HAVAŞ","Airport Services","Passenger Service Developer","01.05.2012","01.10.2013","Ankara","Turkey",1,2011,"University of Cassino","Cassino","Italy",2013
20829103,2008,"24.06.2013",2.22,"4P Automation and Software","Software","Business Development Specialist","02.10.2013","31.01.2014","Ankara","Turkey",1,2011,"University of Cassino","Cassino","Italy",2013
20829122,2008,"24.06.2013",2.43,"TAI - TUSAŞ","Aerospace & Defense","Quality Systems Engineer","07.09.2015","0000-00-00","Ankara","Turkey",NA,NA,"","","",2013
20829136,2008,"24.06.2013",2.51,"Sivteks Tekstil","Textiles & Leather Goods","Engineer","0000-00-00","0000-00-00","Adana","Turkey",NA,NA,"","","",2013
20829141,2008,"24.06.2013",2.38,"Özgüç Ambalaj","Paper Packaging","Production & Control Engineer","01.10.2014","0000-00-00","Antalya","Turkey",NA,NA,"","","",2013
20829141,2008,"24.06.2013",2.38,"Von Hotels","Hotels, Motels & Cruiselines","Purchasing Engineer","01.09.2013","31.10.2014","Antalya","Turkey",NA,NA,"","","",2013
20829155,2008,"24.06.2013",3.51,"Plascam","Auto, Truck & Motorcycle Parts & Service","Quality Assurance Engineer","04.08.2014","0000-00-00","Kocaeli","Turkey",NA,NA,"","","",2013
20829155,2008,"24.06.2013",3.51,"Mutlu AKÜ","Auto, Truck & Motorcycle Parts & Service","Process Quality Engineer","21.08.2017","0000-00-00","","Turkey",NA,NA,"","","",2013
20829169,2008,"24.06.2013",2.66,"Vodafone","Telecommunication Services","BI Strategy&Planning Manager","01.10.2019","0000-00-00","İstanbul","Turkey",NA,NA,"","","",2013
20829169,2008,"24.06.2013",2.66,"Garanti Emeklilik ve Hayat","Insurance Brokers","Business Analyst","22.07.2013","14.10.2016","İstanbul","Turkey",NA,NA,"","","",2013
20829169,2008,"24.06.2013",2.66,"Vodafone","Telecommunication Services","Data Modeller/BI PRoduct Owner","17.10.2016","01.10.2019","İstanbul","Turkey",NA,NA,"","","",2013
20829193,2008,"05.06.2015",2.14,"KPMG","Consulting","IT Advisory Analyst","14.09.2015","01.03.2019","İstanbul","Turkey",NA,NA,"","","",2015
20829193,2008,"05.06.2015",2.14,"Barikat Internet Güvenliği Bilişim","IT Services & Consulting","Security Analysis and Compliance Services Expert","04.03.2019","0000-00-00","İstanbul","Turkey",NA,NA,"","","",2015
20900748,2009,"09.06.2014",2.71,"Sekiza Savunma, Havacılık ve Uzay Teknolojileri","Aerospace & Defense","Project Assistant","27.08.2014","16.01.2015","Ankara","Turkey",NA,NA,"","","",2014
20900748,2009,"09.06.2014",2.71,"TAI - TUSAŞ","Aerospace & Defense","Business Planning Specialist","20.10.2015","30.06.2019","Ankara","Turkey",NA,NA,"","","",2014
20900748,2009,"09.06.2014",2.71,"TAI - TUSAŞ","Aerospace & Defense","Advanced Planning and Scheduling Engineer","01.07.2019","26.06.2020","Ankara","Turkey",NA,NA,"","","",2014
20900748,2009,"09.06.2014",2.71,"Vanderlande","Other","Project Planner","01.12.2020","0000-00-00","Eindhoven","Netherlands",NA,NA,"","","",2014
20900772,2009,"28.08.2015",2.75,"JD.ID","Computer Hardware","Merchandiser","07.11.2016","0000-00-00","","Indonesia",NA,NA,"","","",2015
20900772,2009,"28.08.2015",2.75,"JD.ID","Computer Hardware","Management Trainee","02.11.2015","04.11.2016","","Indonesia",NA,NA,"","","",2015
20929317,2009,"09.06.2014",3.08,"ASELSAN","Aerospace & Defense","R&D Planning Engineer","23.03.2015","0000-00-00","Ankara","Turkey",NA,NA,"","","",2014
20929322,2009,"09.06.2014",2.69,"Huawei Telekomünikasyon","Telecommunication Services","Assistant Specialist","10.11.2015","19.01.2017","Ankara","Turkey",NA,NA,"","","",2014
20929322,2009,"09.06.2014",2.69,"Vestel","Consumer Electronics","Business Development & Planning Specialist","18.09.2014","31.07.2015","Manisa","Turkey",NA,NA,"","","",2014
